A_PARTY,B_PARTY,START_DTTM,END_DTTM,A_NETWORK,B_NETWORK,RESERVED
9235715164,9584203418,1615267079,1615267088,Airtel,Vi,
9208687495,9606501471,1604117114,1604117288,BSNL,BSNL,
9736501652,9781372855,1604792328,1604792349,Airtel,BSNL,
9842151783,9756523715,1592905917,1592906097,BSNL,BSNL,
9755823592,9749289186,1604523042,1604523064,Airtel,Vi,
9337044846,9616641863,1623845800,1623845809,Vi,BSNL,
9634673544,9729058877,1631666838,1631666936,Airtel,Jio,
9897750872,9722378749,1638388214,1638388259,Airtel,Jio,
9789910881,9670831784,1612747314,1612747368,Jio,Airtel,
9249007807,9324490902,1606515814,1606515850,BSNL,Vi,
9781016304,9215762922,1602596148,1602596331,Airtel,Vi,
9346779484,9488879402,1608310313,1608310389,Airtel,Vi,
9672590060,9541638260,1641149015,1641149079,Airtel,Airtel,
9454749783,9795381680,1604566036,1604566140,BSNL,Airtel,
9223634178,9781016304,1638332607,1638332747,Vi,Airtel,
9293404891,9875263401,1612042791,1612042893,BSNL,Jio,
9351710412,9865450535,1644703370,1644703496,Airtel,BSNL,
9666175180,9401033724,1605890748,1605890765,Airtel,Airtel,
9351710412,9241745601,1641387711,1641387875,Airtel,Jio,
9357978272,9614890292,1603842240,1603842292,Airtel,Airtel,
9241745601,9376597978,1649031446,1649031471,Jio,Vi,
9274815769,9483693129,1613239953,1613240033,Jio,Jio,
9638729024,9557973154,1622973753,1622973878,Airtel,Vi,
9789910881,9729058877,1628999693,1628999799,Jio,Jio,
9346779484,9591026868,1605793809,1605793993,Airtel,Airtel,
9842749295,9589334516,1641253744,1641253763,BSNL,Airtel,
9354343443,9517207773,1589667002,1589667084,BSNL,Jio,
9675752559,9517207773,1588427606,1588427758,BSNL,Jio,
9503017228,9377228733,1616136109,1616136125,Airtel,Jio,
9747670325,9770730856,1610109849,1610109859,Jio,Airtel,
9592930772,9451710153,1590087504,1590087533,Airtel,Jio,
9369276597,9214158901,1648857816,1648857878,Jio,Jio,
9834743653,9233602061,1603861353,1603861539,Jio,Jio,
9372303655,9758598396,1619940746,1619940897,BSNL,Airtel,
9789910881,9762614645,1650277279,1650277420,Jio,Jio,
9486295327,9469137213,1623457711,1623457872,BSNL,Jio,
9443020319,9484387286,1623288424,1623288514,BSNL,Vi,
9625202945,9556743201,1625025176,1625025281,Jio,Jio,
9423610417,9564076317,1637509109,1637509220,Jio,Jio,
9883060962,9386616648,1614317904,1614317961,Vi,Airtel,
9242731474,9338476343,1635743740,1635743908,Vi,BSNL,
9346467170,9451710153,1589484844,1589484878,Vi,Jio,
9826445625,9784474511,1589338177,1589338211,Jio,BSNL,
9345345153,9829632527,1627678221,1627678256,Jio,BSNL,
9229302801,9339443952,1612801472,1612801479,Jio,Airtel,
9647710964,9375124330,1633348230,1633348329,Airtel,Vi,
9286675126,9779139251,1645217509,1645217650,Vi,BSNL,
9235715164,9355792304,1642755908,1642755994,Airtel,Airtel,
9826706940,9898640473,1592790157,1592790179,Airtel,Jio,
9606501471,9274815769,1621099651,1621099841,BSNL,Jio,
9601837840,9829750398,1614703058,1614703206,Airtel,Vi,
9606501471,9735548935,1631683394,1631683483,BSNL,BSNL,
9295033674,9224586641,1646167037,1646167191,Vi,Jio,
9294558259,9503017228,1595689604,1595689777,BSNL,Airtel,
9346779484,9360304271,1613853570,1613853658,Airtel,BSNL,
9890403623,9221615756,1628552883,1628552981,BSNL,Airtel,
9286675126,9374309525,1595935484,1595935491,Vi,Jio,
9709868041,9862625595,1613973551,1613973615,Jio,BSNL,
9331475267,9313166608,1603167268,1603167424,BSNL,Airtel,
9791291523,9274815769,1594426999,1594427146,BSNL,Jio,
9653236366,9214158901,1617505578,1617505705,Vi,Jio,
9369276597,9337263520,1622841638,1622841800,Jio,Airtel,
9409594753,9801771270,1636818022,1636818065,Jio,Vi,
9593655477,9438942320,1644020549,1644020735,Jio,Airtel,
9294558259,9304630897,1625495495,1625495653,BSNL,Jio,
9602104090,9331475267,1608037280,1608037345,Vi,BSNL,
9303780971,9897750872,1597826962,1597826977,BSNL,Airtel,
9755823592,9304630897,1609799547,1609799559,Airtel,Jio,
9749289186,9376597978,1596044968,1596045118,Vi,Vi,
9720344804,9675752559,1595030456,1595030500,Airtel,BSNL,
9677831097,9670831784,1601339964,1601339981,Jio,Airtel,
9372303655,9720344804,1604509650,1604509714,BSNL,Airtel,
9855553706,9597432493,1594223144,1594223238,Vi,Jio,
9297901066,9359531219,1613512286,1613512300,Vi,BSNL,
9663709832,9359531219,1648186411,1648186601,Airtel,BSNL,
9620829737,9789910881,1595933846,1595934024,Jio,Jio,
9410601656,9886553019,1599006219,1599006360,Airtel,BSNL,
9759340239,9217353667,1600801780,1600801939,BSNL,BSNL,
9285862250,9536497998,1596102775,1596102866,Vi,Vi,
9529932643,9829750398,1650862750,1650862846,BSNL,Vi,
9826445625,9895538219,1638698058,1638698138,Jio,BSNL,
9430589436,9559702187,1614643037,1614643067,Airtel,BSNL,
9705512160,9375124330,1626905001,1626905084,Airtel,Vi,
9812827745,9664364741,1611294226,1611294411,Jio,Jio,
9648434101,9359531219,1636074062,1636074135,Jio,BSNL,
9675752559,9252747497,1636749567,1636749700,BSNL,Jio,
9483675387,9895538219,1615182347,1615182401,BSNL,BSNL,
9670831784,9200876168,1611634320,1611634405,Airtel,Airtel,
9625202945,9221615756,1614717143,1614717311,Jio,Airtel,
9225785341,9483675387,1622481942,1622482086,Jio,BSNL,
9560846765,9297035776,1625278539,1625278720,Jio,Airtel,
9809383416,9388047835,1628171231,1628171379,Airtel,BSNL,
9398509367,9220875032,1618522684,1618522883,BSNL,Airtel,
9878342626,9869871302,1600992690,1600992807,Vi,Vi,
9852421377,9657628332,1599840069,1599840091,Jio,Airtel,
9859879540,9886246158,1589819775,1589819819,Airtel,Vi,
9555351555,9744414206,1598053072,1598053137,BSNL,Vi,
9818980857,9781372855,1640292639,1640292807,Jio,BSNL,
9453995384,9807124948,1640787627,1640787720,Airtel,Airtel,
9298630905,9369276597,1621799325,1621799475,Jio,Jio,
9501353066,9242731474,1631780375,1631780428,Vi,Vi,
9557973154,9430589436,1588960484,1588960654,Vi,Airtel,
9443020319,9617376128,1632527522,1632527539,BSNL,Airtel,
9861098656,9560881383,1612755481,1612755582,Airtel,BSNL,
9825842130,9754770151,1589999419,1589999483,Vi,BSNL,
9438962732,9768101780,1631085334,1631085458,Airtel,Airtel,
9536910667,9489615584,1596697163,1596697277,BSNL,Airtel,
9679943568,9631950899,1642474340,1642474454,Airtel,BSNL,
9893602007,9631950899,1607204833,1607205026,BSNL,BSNL,
9397340693,9893602007,1597794979,1597795093,Jio,BSNL,
9733765542,9377637930,1616309025,1616309084,Vi,Vi,
9748521209,9693948834,1617331660,1617331846,Jio,Vi,
9658019733,9528864943,1647428842,1647428989,Jio,BSNL,
9780584640,9602075727,1592172648,1592172802,Airtel,BSNL,
9840343284,9433417725,1609034216,1609034313,Airtel,Jio,
9482413687,9762837162,1607829543,1607829577,BSNL,Vi,
9634673544,9220875032,1600766291,1600766300,Airtel,Airtel,
9593655477,9556755227,1598877725,1598877884,Jio,BSNL,
9849698756,9877362273,1603547718,1603547725,Airtel,Jio,
9883060962,9709868041,1640843018,1640843210,Vi,Jio,
9855553706,9280045528,1611607731,1611607873,Vi,Airtel,
9654674806,9643235513,1645124166,1645124352,Vi,Jio,
9455111311,9519721735,1637902620,1637902698,BSNL,BSNL,
9433417725,9337044846,1605554005,1605554018,Jio,Vi,
9560881383,9867275816,1622592433,1622592469,BSNL,Airtel,
9200876168,9693948834,1649904657,1649904673,Airtel,Vi,
9528864943,9607991391,1602365903,1602365904,BSNL,BSNL,
9595100207,9723339874,1630589009,1630589049,BSNL,Vi,
9401033724,9407670457,1588650764,1588650891,Airtel,Jio,
9842631392,9296096117,1650342445,1650342534,Airtel,Jio,
9709446808,9339767305,1630412049,1630412224,Airtel,Jio,
9728545090,9871323841,1606822580,1606822754,Vi,Jio,
9378790289,9890403623,1612946610,1612946673,Jio,BSNL,
9896503501,9680610188,1597174865,1597174918,Jio,Airtel,
9861328189,9423610417,1617600930,1617600979,Jio,Jio,
9675752559,9534451171,1624379458,1624379482,BSNL,BSNL,
9374470903,9319483280,1615107638,1615107772,BSNL,Airtel,
9217353667,9602104090,1593506862,1593506945,BSNL,Vi,
9794225419,9842749295,1606743857,1606743902,BSNL,BSNL,
9886246158,9646665625,1606139805,1606139976,Vi,Jio,
9826445625,9554768463,1623200192,1623200343,Jio,BSNL,
9862625595,9225785341,1631106599,1631106654,BSNL,Jio,
9514900878,9702550152,1629323167,1629323175,Vi,Airtel,
9342363381,9802358606,1611277507,1611277533,Jio,Vi,
9589334516,9240883757,1606586544,1606586682,Airtel,Jio,
9514900878,9426474926,1636028488,1636028612,Vi,Vi,
9619859619,9559702187,1601377261,1601377435,BSNL,BSNL,
9363652345,9355036184,1609451637,1609451646,Jio,Airtel,
9840343284,9675752559,1625569665,1625569813,Airtel,BSNL,
9623382219,9877729242,1640156865,1640157004,BSNL,Vi,
9801771270,9346467170,1608191745,1608191926,Vi,Vi,
9735548935,9483693129,1643248310,1643248444,BSNL,Jio,
9373911838,9705512160,1590853052,1590853203,Vi,Airtel,
9895897181,9663709832,1620457637,1620457788,Jio,Airtel,
9383702117,9631238356,1635773788,1635773878,Jio,Airtel,
9581668172,9788659931,1589751717,1589751849,Airtel,BSNL,
9501353066,9829484621,1591456835,1591456890,Vi,Jio,
9288621188,9818980857,1594113019,1594113173,Airtel,Jio,
9728545090,9434213347,1616363448,1616363591,Vi,BSNL,
9337263520,9826445625,1626860386,1626860498,Airtel,Jio,
9779139251,9482413687,1617226811,1617226960,BSNL,BSNL,
9521152218,9624283692,1595539419,1595539610,Vi,Airtel,
9453995384,9220117853,1636066996,1636067117,Airtel,Jio,
9297035776,9826445625,1638147243,1638147323,Airtel,Jio,
9351710412,9252747497,1588705583,1588705778,Airtel,Jio,
9346467170,9433417725,1616058552,1616058592,Vi,Jio,
9623382219,9639164954,1604480235,1604480367,BSNL,Vi,
9871323841,9555766406,1648552348,1648552539,Jio,Vi,
9305499043,9777752051,1641907219,1641907308,BSNL,BSNL,
9773456088,9726705989,1648987674,1648987823,Airtel,Jio,
9639164954,9373373939,1611471564,1611471764,Vi,BSNL,
9366113797,9607991391,1628404499,1628404630,Jio,BSNL,
9602075727,9313166608,1635368027,1635368172,BSNL,Airtel,
9560846765,9829484621,1650323832,1650323839,Jio,Jio,
9842749295,9568794458,1599257622,1599257757,BSNL,Vi,
9398509367,9375124330,1639000828,1639000891,BSNL,Vi,
9288621188,9808767292,1626516216,1626516376,Airtel,Airtel,
9347683382,9801771270,1609535949,1609536013,Vi,Vi,
9291629843,9223634178,1591626362,1591626518,BSNL,Vi,
9706520249,9397340693,1627852905,1627853052,Jio,Jio,
9397340693,9214158901,1593604845,1593604874,Jio,Jio,
9225785341,9200876168,1603691862,1603691956,Jio,Airtel,
9430589436,9373911838,1628811990,1628812171,Airtel,Vi,
9342363381,9888391289,1634252885,1634253013,Jio,Jio,
9224586641,9363652345,1621210611,1621210616,Jio,Jio,
9770730856,9725913313,1616898249,1616898268,Airtel,Jio,
9249007807,9209027279,1613382107,1613382213,BSNL,BSNL,
9778448476,9388047835,1609309859,1609309955,Airtel,BSNL,
9882891885,9861369598,1633303376,1633303564,Jio,Vi,
9434213347,9255081020,1611545815,1611545854,BSNL,Airtel,
9295033674,9475646366,1643581093,1643581197,Vi,Vi,
9624283692,9256325355,1615907383,1615907412,Airtel,BSNL,
9536497998,9728545090,1613333017,1613333018,Vi,Vi,
9221615756,9230025412,1644723049,1644723133,Airtel,Airtel,
9663709832,9388822224,1649991948,1649991996,Airtel,Airtel,
9868171459,9773456088,1617172272,1617172401,BSNL,Airtel,
9749165568,9756523715,1612075251,1612075257,Airtel,BSNL,
9897750872,9748521209,1623823937,1623823970,Airtel,Jio,
9467186867,9722378749,1600542625,1600542779,BSNL,Jio,
9646665625,9560846765,1628365625,1628365703,Jio,Jio,
9242731474,9736501652,1598882987,1598883016,Vi,Airtel,
9865450535,9354579909,1593800787,1593800813,BSNL,Jio,
9229544763,9346845336,1599430707,1599430833,BSNL,Airtel,
9842749295,9443020319,1649302798,1649302857,BSNL,BSNL,
9355831550,9588237746,1630660602,1630660670,Vi,Vi,
9398509367,9651755635,1633304019,1633304171,BSNL,BSNL,
9390154662,9728545090,1588079450,1588079618,Vi,Vi,
9895897181,9756523715,1622069045,1622069223,Jio,BSNL,
9573888265,9616641863,1644886026,1644886175,Jio,BSNL,
9564076317,9487533669,1603054016,1603054039,Jio,Jio,
9861098656,9230025412,1596820171,1596820299,Airtel,Airtel,
9583172173,9235715164,1594352896,1594352930,Jio,Airtel,
9331475267,9293404891,1624860407,1624860456,BSNL,BSNL,
9355792304,9324250118,1604327902,1604328068,Airtel,Vi,
9425821705,9240287202,1610587480,1610587549,Jio,Vi,
9298630905,9828885657,1636932506,1636932705,Jio,Jio,
9215762922,9808767292,1616279138,1616279165,Vi,Airtel,
9229544763,9208687495,1615978960,1615979036,BSNL,BSNL,
9304630897,9307253379,1595159997,1595160108,Jio,BSNL,
9256325355,9720344804,1603800175,1603800251,BSNL,Airtel,
9759340239,9233602061,1649399620,1649399718,BSNL,Jio,
9225025908,9493651599,1629922127,1629922231,Airtel,BSNL,
9855553706,9653711156,1605431463,1605431656,Vi,Airtel,
9620829737,9221615756,1613555382,1613555453,Jio,Airtel,
9722378749,9501353066,1609892055,1609892077,Jio,Vi,
9491304591,9235715164,1597735731,1597735782,BSNL,Airtel,
9354579909,9409594753,1591965803,1591966002,Jio,Jio,
9532956637,9240287202,1630903076,1630903098,Jio,Vi,
9467186867,9453032562,1625968269,1625968457,BSNL,Vi,
9747670325,9595100207,1615805091,1615805243,Jio,BSNL,
9754770151,9577987133,1600257985,1600258122,BSNL,Jio,
9293404891,9398509367,1619697151,1619697313,BSNL,BSNL,
9331475267,9871323841,1642518786,1642518930,BSNL,Jio,
9357978272,9489615584,1647960193,1647960277,Airtel,Airtel,
9829019677,9294558259,1606069778,1606069920,Jio,BSNL,
9221851335,9303780971,1628881753,1628881941,BSNL,BSNL,
9443020319,9679943568,1602257654,1602257830,BSNL,Airtel,
9754770151,9390154662,1588179859,1588179877,BSNL,Vi,
9288621188,9355831550,1636074243,1636074390,Airtel,Vi,
9623382219,9762837162,1589562269,1589562420,BSNL,Vi,
9313166608,9593622934,1649203524,1649203717,Airtel,Vi,
9252747497,9829019677,1643002222,1643002319,Jio,Jio,
9689689956,9377637930,1603457275,1603457403,Airtel,Vi,
9521152218,9788402110,1622720337,1622720414,Vi,Vi,
9252747497,9629421274,1639608793,1639608942,Jio,Vi,
9577987133,9789630244,1607754088,1607754235,Jio,Airtel,
9560881383,9272783289,1615379046,1615379107,BSNL,Jio,
9479313374,9230025412,1588531766,1588531847,Vi,Airtel,
9584203418,9388822224,1632241968,1632242034,Vi,Airtel,
9578029486,9229544763,1638417337,1638417513,Vi,BSNL,
9483675387,9756523715,1640852071,1640852080,BSNL,BSNL,
9324490902,9672590060,1598235529,1598235615,Vi,Airtel,
9589334516,9355036184,1649895876,1649896057,Airtel,Airtel,
9313166608,9770730856,1642126211,1642126238,Airtel,Airtel,
9338476343,9779139251,1607615913,1607615916,BSNL,BSNL,
9318058190,9536910667,1610050732,1610050849,Vi,BSNL,
9564076317,9842631392,1624221108,1624221197,Jio,Airtel,
9556743201,9318058190,1650259816,1650259838,Jio,Vi,
9666224210,9416319106,1645465258,1645465340,Vi,Vi,
9483675387,9331475267,1638479234,1638479396,BSNL,BSNL,
9398509367,9419783960,1608432691,1608432762,BSNL,Airtel,
9758598396,9813872649,1646612358,1646612408,Airtel,Jio,
9818980857,9514900878,1615531438,1615531503,Jio,Vi,
9679943568,9756523715,1622423441,1622423595,Airtel,BSNL,
9641037271,9875263401,1647448839,1647448841,BSNL,Jio,
9893602007,9291629843,1635883200,1635883281,BSNL,BSNL,
9551620541,9842151783,1622946119,1622946199,Jio,BSNL,
9487533669,9759340239,1598953831,1598953970,Jio,BSNL,
9374309525,9374470903,1645100151,1645100276,Jio,BSNL,
9215762922,9748521209,1630047033,1630047181,Vi,Jio,
9614890292,9697958617,1639398934,1639399084,Airtel,Jio,
9401033724,9482413687,1597927294,1597927302,Airtel,BSNL,
9576759106,9625202945,1648915965,1648916078,Vi,Jio,
9697958617,9859015500,1604619088,1604619113,Jio,Airtel,
9886553019,9350635266,1601336264,1601336388,BSNL,Vi,
9383702117,9235715164,1588363391,1588363590,Jio,Airtel,
9255081020,9813872649,1626515884,1626515949,Airtel,Jio,
9851953593,9560290640,1621063175,1621063180,Jio,Airtel,
9834743653,9897933280,1643960911,1643960990,Jio,Airtel,
9531922484,9529932643,1597529546,1597529675,Airtel,BSNL,
9824119947,9332535308,1588538816,1588538875,BSNL,Airtel,
9720344804,9823753987,1615722633,1615722640,Airtel,BSNL,
9536497998,9744414206,1599808492,1599808534,Vi,Vi,
9795381680,9331475267,1589306874,1589306901,Airtel,BSNL,
9631238356,9454581820,1621342489,1621342538,Airtel,Airtel,
9826445625,9407395177,1629005765,1629005779,Jio,Jio,
9425821705,9332535308,1593938550,1593938750,Jio,Airtel,
9616641863,9373911838,1617924633,1617924764,BSNL,Vi,
9531922484,9426474926,1622461245,1622461410,Airtel,Vi,
9220875032,9653711156,1622590751,1622590776,Airtel,Airtel,
9364582321,9705512160,1599313173,1599313250,Jio,Airtel,
9623382219,9611894289,1638368466,1638368526,BSNL,Jio,
9467186867,9643235513,1600811044,1600811231,BSNL,Jio,
9675351200,9882891885,1632358027,1632358039,Airtel,Jio,
9397340693,9704584955,1623663508,1623663558,Jio,BSNL,
9779139251,9295033674,1611153935,1611154043,BSNL,Vi,
9573888265,9541638260,1609937714,1609937746,Jio,Airtel,
9593622934,9648434101,1609268174,1609268254,Vi,Jio,
9221851335,9233602061,1598592728,1598592746,BSNL,Jio,
9588237746,9702550152,1621133977,1621134107,Vi,Airtel,
9355831550,9825842130,1604227844,1604227848,Vi,Vi,
9233602061,9519721735,1626886251,1626886428,Jio,BSNL,
9214158901,9614890292,1639812477,1639812581,Jio,Airtel,
9374470903,9768101780,1607307381,1607307391,BSNL,Airtel,
9762837162,9869871302,1623792260,1623792356,Vi,Vi,
9611894289,9852421377,1603310907,1603311049,Jio,Jio,
9707168341,9345345153,1625346033,1625346047,Jio,Jio,
9729058877,9377637930,1616544139,1616544209,Jio,Vi,
9256325355,9220875032,1590369746,1590369934,BSNL,Airtel,
9780584640,9486295327,1634698095,1634698274,Airtel,BSNL,
9484387286,9554858385,1608398973,1608399110,Vi,Jio,
9702550152,9620829737,1638191609,1638191805,Airtel,Jio,
9725913313,9577987133,1620876026,1620876058,Jio,Jio,
9296096117,9851953593,1593168115,1593168196,Jio,Jio,
9388475295,9619859619,1625739249,1625739271,BSNL,BSNL,
9249007807,9736501652,1614782934,1614782951,BSNL,Airtel,
9861369598,9756523715,1606667256,1606667447,Vi,BSNL,
9780584640,9611894289,1618554593,1618554610,Airtel,Jio,
9342363381,9557973154,1634406746,1634406895,Jio,Vi,
9824119947,9346779484,1622625034,1622625089,BSNL,Airtel,
9601428546,9342363381,1591118949,1591119135,Vi,Jio,
9285862250,9484387286,1600014171,1600014280,Vi,Vi,
9882891885,9214158901,1602506852,1602507012,Jio,Jio,
9301304526,9298630905,1648711674,1648711809,Vi,Jio,
9479313374,9607991391,1595332049,1595332237,Vi,BSNL,
9409594753,9556743201,1610769146,1610769229,Jio,Jio,
9493651599,9551620541,1619085260,1619085433,BSNL,Jio,
9626627344,9780116924,1596716590,1596716764,Airtel,Airtel,
9355792304,9564076317,1601666123,1601666288,Airtel,Jio,
9615933139,9358752096,1606223794,1606223955,BSNL,Airtel,
9256325355,9324250118,1602837776,1602837890,BSNL,Vi,
9272783289,9780116924,1619577857,1619578021,Jio,Airtel,
9486295327,9684637945,1640738786,1640738792,BSNL,Jio,
9214158901,9762614645,1646396355,1646396364,Jio,Jio,
9331475267,9297035776,1627977213,1627977349,BSNL,Airtel,
9235715164,9252747497,1623156950,1623156953,Airtel,Jio,
9407395177,9778448476,1642104403,1642104410,Jio,Airtel,
9345345153,9676322612,1598221185,1598221198,Jio,Airtel,
9808767292,9653711156,1590272273,1590272330,Airtel,Airtel,
9280045528,9875263401,1629380702,1629380796,Airtel,Jio,
9563072002,9886246158,1602368323,1602368517,Vi,Vi,
9649700116,9788659931,1612561974,1612561997,Airtel,BSNL,
9369276597,9298630905,1616819491,1616819608,Jio,Jio,
9702550152,9649700116,1631710341,1631710518,Airtel,Airtel,
9375286981,9259705650,1611120283,1611120309,Jio,Vi,
9407395177,9794225419,1647332974,1647333029,Jio,BSNL,
9744414206,9787420640,1588201181,1588201341,Vi,Airtel,
9455111311,9684637945,1614101458,1614101506,BSNL,Jio,
9438942320,9747670325,1604894495,1604894597,Airtel,Jio,
9241745601,9722378749,1647011183,1647011358,Jio,Jio,
9332535308,9377228733,1645004788,1645004858,Airtel,Jio,
9702550152,9679943568,1613988647,1613988696,Airtel,Airtel,
9331475267,9324490902,1636882866,1636883011,BSNL,Vi,
9629421274,9375124330,1625465179,1625465253,Vi,Vi,
9791500785,9780584640,1619841142,1619841158,Jio,Airtel,
9593655477,9634673544,1615698059,1615698073,Jio,Airtel,
9784474511,9697958617,1613496788,1613496905,BSNL,Jio,
9651755635,9354343443,1622536147,1622536247,BSNL,BSNL,
9339443952,9568794458,1615599261,1615599423,Airtel,Vi,
9834743653,9744414206,1598067205,1598067310,Jio,Vi,
9869871302,9301304526,1619342727,1619342831,Vi,Vi,
9438942320,9298630905,1636253828,1636253856,Airtel,Jio,
9521152218,9359531219,1591629633,1591629740,Vi,BSNL,
9623382219,9581668172,1636065497,1636065620,BSNL,Airtel,
9588237746,9733765542,1602460394,1602460519,Vi,Vi,
9861846490,9616641863,1596992983,1596993156,Vi,BSNL,
9619186870,9338476343,1628363203,1628363287,Vi,BSNL,
9433741232,9347936683,1619970538,1619970578,Airtel,BSNL,
9780116924,9869871302,1606787678,1606787763,Airtel,Vi,
9677831097,9619859619,1611035145,1611035250,Jio,BSNL,
9829750398,9369276597,1598249185,1598249287,Vi,Jio,
9388047835,9374470903,1648441699,1648441860,BSNL,BSNL,
9297035776,9639164954,1617732041,1617732138,Airtel,Vi,
9532956637,9675752559,1628484163,1628484285,Jio,BSNL,
9560290640,9611894289,1598281607,1598281757,Airtel,Jio,
9307045157,9209027279,1616224077,1616224103,Jio,BSNL,
9720344804,9788659931,1637638180,1637638186,Airtel,BSNL,
9350324765,9532956637,1634907459,1634907633,Jio,Jio,
9255081020,9366999796,1621187975,1621188090,Airtel,Airtel,
9390154662,9241745601,1599875767,1599875844,Vi,Jio,
9487854111,9554858385,1645248322,1645248420,BSNL,Jio,
9220875032,9867275816,1611290088,1611290258,Airtel,Airtel,
9809383416,9521152218,1639605342,1639605478,Airtel,Vi,
9851953593,9555766406,1632160237,1632160305,Jio,Vi,
9883060962,9242731474,1598522707,1598522766,Vi,Vi,
9555351555,9631950899,1628521454,1628521533,BSNL,BSNL,
9443020319,9466619376,1631718586,1631718674,BSNL,Airtel,
9592930772,9493651599,1616335130,1616335232,Airtel,BSNL,
9390154662,9829484621,1592352719,1592352844,Vi,Jio,
9397340693,9834743653,1598437598,1598437655,Jio,Jio,
9303780971,9529932643,1638530044,1638530098,BSNL,BSNL,
9583172173,9217353667,1638401641,1638401830,Jio,BSNL,
9651755635,9653711156,1641483452,1641483600,BSNL,Airtel,
9648434101,9401033724,1632492172,1632492315,Jio,Airtel,
9680234139,9366113797,1635431172,1635431303,BSNL,Jio,
9224586641,9826445625,1609059681,1609059705,Jio,Jio,
9501353066,9666224210,1640455206,1640455390,Vi,Vi,
9593655477,9595775333,1623963414,1623963556,Jio,Jio,
9355036184,9372303655,1639130610,1639130648,Airtel,BSNL,
9823753987,9705512160,1625634588,1625634595,BSNL,Airtel,
9200876168,9617376128,1618677830,1618677930,Airtel,Airtel,
9828885657,9242731474,1599946810,1599946861,Jio,Vi,
9223634178,9809757058,1607267600,1607267690,Vi,Vi,
9532956637,9707168341,1612898168,1612898222,Jio,Jio,
9296096117,9519721735,1642720950,1642721012,Jio,BSNL,
9338476343,9534451171,1633831707,1633831709,BSNL,BSNL,
9592930772,9859015500,1632375248,1632375337,Airtel,Airtel,
9578029486,9627730245,1646975910,1646976069,Vi,Jio,
9865450535,9758598396,1646066366,1646066515,BSNL,Airtel,
9573058194,9560290640,1643129637,1643129802,Vi,Airtel,
9788402110,9560290640,1624157838,1624157852,Vi,Airtel,
9469137213,9748521209,1609992616,1609992741,Jio,Jio,
9528864943,9755823592,1641299279,1641299446,BSNL,Airtel,
9726705989,9425821705,1588650644,1588650720,Jio,Jio,
9601428546,9221615756,1589076338,1589076390,Vi,Airtel,
9554858385,9403136102,1592769553,1592769659,Jio,Vi,
9581668172,9781016304,1603526918,1603527061,Airtel,Airtel,
9469137213,9308307569,1621908312,1621908383,Jio,Jio,
9638837577,9791291523,1621808523,1621808573,Jio,BSNL,
9680610188,9483675387,1636189283,1636189299,Airtel,BSNL,
9254776719,9733765542,1643902233,1643902335,BSNL,Vi,
9795381680,9377228733,1613295214,1613295281,Airtel,Jio,
9756523715,9753209530,1604714033,1604714150,BSNL,Vi,
9484387286,9369276597,1646256704,1646256902,Vi,Jio,
9313166608,9749289186,1594791896,1594792026,Airtel,Vi,
9302156469,9220854608,1633229403,1633229564,Jio,Airtel,
9221615756,9897933280,1603417669,1603417695,Airtel,Airtel,
9354343443,9882891885,1627404934,1627404989,BSNL,Jio,
9842151783,9770730856,1623194466,1623194549,BSNL,Airtel,
9360304271,9318058190,1612542675,1612542839,BSNL,Vi,
9781962335,9220117853,1624976300,1624976422,BSNL,Jio,
9217353667,9679943568,1596698248,1596698356,BSNL,Airtel,
9229544763,9346779484,1641595109,1641595160,BSNL,Airtel,
9647710964,9871323841,1624036205,1624036222,Airtel,Jio,
9221851335,9338476343,1594398006,1594398197,BSNL,BSNL,
9220117853,9581668172,1593135501,1593135664,Jio,Airtel,
9454749783,9423610417,1644943993,1644944063,BSNL,Jio,
9619859619,9407395177,1593840478,1593840547,BSNL,Jio,
9342363381,9541638260,1618230935,1618231028,Jio,Airtel,
9274815769,9646068688,1639823026,1639823036,Jio,Airtel,
9627730245,9487533669,1630841790,1630841825,Jio,Jio,
9536497998,9781372855,1623678544,1623678593,Vi,BSNL,
9434213347,9744691664,1592831486,1592831551,BSNL,Airtel,
9829611007,9405142182,1619851444,1619851488,BSNL,Vi,
9868858285,9789630244,1600512805,1600512882,Jio,Airtel,
9556755227,9305499043,1640470927,1640471050,BSNL,BSNL,
9593622934,9780584640,1604881544,1604881586,Vi,Airtel,
9722378749,9324490902,1628754398,1628754486,Jio,Vi,
9653711156,9777752051,1624953584,1624953618,Airtel,BSNL,
9475646366,9307253379,1636109258,1636109368,Vi,BSNL,
9280045528,9755823592,1607466209,1607466223,Airtel,Airtel,
9706520249,9861846490,1617030971,1617031130,Jio,Vi,
9304630897,9744691664,1602105643,1602105773,Jio,Airtel,
9818980857,9519721735,1618475905,1618476007,Jio,BSNL,
9670831784,9529932643,1634442971,1634443078,Airtel,BSNL,
9788402110,9295033674,1589620412,1589620562,Vi,Vi,
9215762922,9675752559,1634194484,1634194535,Vi,BSNL,
9601837840,9705512160,1619697867,1619697875,Airtel,Airtel,
9824119947,9773456088,1611558314,1611558377,BSNL,Airtel,
9534451171,9791291523,1650781697,1650781780,BSNL,BSNL,
9373911838,9355792304,1628881350,1628881395,Vi,Airtel,
9877362273,9859879540,1647449617,1647449637,Jio,Airtel,
9647710964,9634673544,1617697675,1617697725,Airtel,Airtel,
9331475267,9626627344,1636998067,1636998161,BSNL,Airtel,
